FLT_cluster_02,FLT_cluster_03,FLT_cluster_04,FLT_cluster_05,FLT_cluster_06,FLT_cluster_07,FLT_cluster_08,FLT_cluster_09,FLT_cluster_10,FLT_cluster_11,FLT_cluster_12,FLT_cluster_13,FLT_cluster_14,GC_cluster_02,GC_cluster_03,GC_cluster_04,GC_cluster_05,GC_cluster_06,GC_cluster_07,GC_cluster_08,GC_cluster_09,GC_cluster_10,GC_cluster_11,GC_cluster_12,GC_cluster_13,GC_cluster_14
Cdipt,Nol7,,,,,,,,,,,,Or2l13,Mfsd8,Prkn,Manf,,,,,,,,,
Rnf146,Pacsin3,,,,,,,,,,,,Rnu6|Gm26496,Slc44a3,Sike1,Tenm3,,,,,,,,,
Gmpr2,Polr1d,,,,,,,,,,,,Xylt1,Tyw5,Plk4,Saraf,,,,,,,,,
Atp13a1,Chordc1,,,,,,,,,,,,2310043L19Rik,Erg,Itgam,Rtcb,,,,,,,,,
Garre1,Qser1,,,,,,,,,,,,Has1,Nr2c2ap,L3mbtl2,Stat3,,,,,,,,,
Cep20,Csnk1g3,,,,,,,,,,,,Vmn1r5,Sclt1,Zkscan6,Map3k2,,,,,,,,,
Snapc5,Pak2,,,,,,,,,,,,Gm44502,Arhgap6,Trpv2,Kdelr2,,,,,,,,,
Tmem25,Atp6v0a2,,,,,,,,,,,,ENSMUSG00000082315,Lsm2,Cenpo,Dnajc10,,,,,,,,,
Pcdhgc3,Skic2,,,,,,,,,,,,Dok1,Snrnp40,Lins1,Pnrc2,,,,,,,,,
Rbpj,Ubfd1,,,,,,,,,,,,Ogdhl,Ppcdc,ENSMUSG00000097536,Anapc13,,,,,,,,,
Tmem184c,Supt4a,,,,,,,,,,,,Bnc2,Rgl2,Zfp182,Ube2h,,,,,,,,,
Ppp4c,Rpe,,,,,,,,,,,,Slurp1,Med31,Zfp974,Hdgf,,,,,,,,,
Zzz3,Adam10,,,,,,,,,,,,Mtcl3,2410002F23Rik,Cers5,Stk16,,,,,,,,,
Rsbn1l,Gdi1,,,,,,,,,,,,Trim17,Eml2,Gramd1b,Arf4,,,,,,,,,
Fto,Ehd1,,,,,,,,,,,,Kcna1,Ints10,Aph1b,Nek9,,,,,,,,,
Plekhb1,Tra2b,,,,,,,,,,,,Gpr34,Sdsl,Rasip1,Net1,,,,,,,,,
Vamp3,Ethe1,,,,,,,,,,,,Lce1a2,Irf8,Hsd3b5,Dennd5a,,,,,,,,,
Yipf3,Fndc4,,,,,,,,,,,,Ppp1r1b,Cyb5rl,Adgrg3,Rad21,,,,,,,,,
Rilp,Ugt1a9,,,,,,,,,,,,Spats1,Bmt2,Atp8b5,Dmd,,,,,,,,,
Lama2,Mrpl41,,,,,,,,,,,,Muc5ac,Ttl,Tmppe,Bnip3l,,,,,,,,,
Arl6ip4,Gss,,,,,,,,,,,,Gm19277,Rac2,Ttc41,Esrp2,,,,,,,,,
Fas,Ngly1,,,,,,,,,,,,Cyp1a1,Cops7b,Nthl1,Prkacb,,,,,,,,,
Prep,Gosr1,,,,,,,,,,,,Bbc3,Supt7l,Smad6,Psmc4,,,,,,,,,
Ap3s2,Ncaph2,,,,,,,,,,,,Capns2,Terf2ip,Alx1,Cd2ap,,,,,,,,,
Fam234b,Brd7,,,,,,,,,,,,Foxd2,Psmg1,2610306M01Rik,Dennd4a,,,,,,,,,
Flt1,Capns1,,,,,,,,,,,,Gfra4,Casp2,Acvrl1,Grina,,,,,,,,,
Tm4sf1,Creb1,,,,,,,,,,,,Gm5591|Gm1988,Cmtm8,Lrp12,Spin1,,,,,,,,,
Zkscan8,Irgm2,,,,,,,,,,,,Sh3d21,Fosl2,Lrrc4c,Sfxn1,,,,,,,,,
Cib2,Ss18,,,,,,,,,,,,Ly6f,Pparg,Rap2b,Fgd6,,,,,,,,,
Ipo4,N4bp2l1,,,,,,,,,,,,Kctd4,Rhbdd3,Dok2,Chordc1,,,,,,,,,
AI987944,Gtpbp4,,,,,,,,,,,,Tfap2c,Zfp189,Ccdc148,Slc35a3,,,,,,,,,
Ppp2r2a,Yes1,,,,,,,,,,,,4930455H04Rik,Tpst1,Rrp1b,Rab9,,,,,,,,,
Atg7,Ndufc2,,,,,,,,,,,,Folr1,Capn15,Comtd1,Strbp,,,,,,,,,
Capn1,Rgp1,,,,,,,,,,,,Sptlc3,Gbp9,Pole,Hmgn1,,,,,,,,,
Fign,Nf2,,,,,,,,,,,,Fam163b,Zfp358,Gpr39,Rtraf,,,,,,,,,
Smim15,Ranbp9,,,,,,,,,,,,Nts,Mettl8,Rab27b,C1d,,,,,,,,,
Galnt4,Fmr1,,,,,,,,,,,,Wnt10a,Acot9,Tagap,Lin7c,,,,,,,,,
Men1,Prr16,,,,,,,,,,,,Cldn18,Pigh,Zfp316,Eif3d,,,,,,,,,
Mindy3,Fubp1,,,,,,,,,,,,Ttll6,Slc26a2,D030056L22Rik,Adam10,,,,,,,,,
Dkc1,Mrpl52,,,,,,,,,,,,Lrrc34,Lrrc61,Nhlrc1,F11r,,,,,,,,,
Rhbdd1,Hras,,,,,,,,,,,,Atp1b2,Ticam1,ENSMUSG00000087178,Tmem33,,,,,,,,,
Pkp1,Fndc3b,,,,,,,,,,,,Trim29,Nox4,Mdm1,Ppp1cc|Ppp1ccb,,,,,,,,,
Hfe,Fcna,,,,,,,,,,,,Sp3os,Rab31,Rnf122,Fkbp2|Gm51400,,,,,,,,,
Fubp3,Hes6,,,,,,,,,,,,Il10,Pla2g15,Ube2e2,Gfm2,,,,,,,,,
Tmem219,Smc6,,,,,,,,,,,,Dact1,Lnx2,Fgf7,Carhsp1,,,,,,,,,
Entpd4,Zfp62,,,,,,,,,,,,Adamts20,2210016L21Rik,Zmym1,Sigmar1,,,,,,,,,
Jmjd6,Ifnar2,,,,,,,,,,,,Tmem138,Unc5b,ENSMUSG00000097729,Mef2a,,,,,,,,,
Asb11,Arpc1a,,,,,,,,,,,,Pcsk1,Rnaseh2a,Ano1,Paip2,,,,,,,,,
Anapc7,Ankrd40,,,,,,,,,,,,Zfp951,Vasp,Ccn4,Bltp3b,,,,,,,,,
Mcoln1,Slc2a9,,,,,,,,,,,,Tnfsf11,Tmem68,Selenom,Upf1,,,,,,,,,
Bet1l,Inpp5b,,,,,,,,,,,,Lce1c,Brca2,Bmal1,Ncaph2,,,,,,,,,
L3hypdh,Foxa3,,,,,,,,,,,,Itk,Nif3l1,Fscn1,Marchf5,,,,,,,,,
Cnot3,Zeb1,,,,,,,,,,,,Tas2r135,Mknk1,Nim1k,Arhgap42,,,,,,,,,
Atp5if1,Scyl2,,,,,,,,,,,,Nfatc2,Fadd,Idua,Rcl1,,,,,,,,,
Dot1l,Zfx,,,,,,,,,,,,Papolb,Nelfa,Lonrf1,Abcg5,,,,,,,,,
Cdc42se1,Rnf19a,,,,,,,,,,,,Pxt1,Trmt10b,Naalad2,Rab5a,,,,,,,,,
Armcx4,Asb13,,,,,,,,,,,,Ssc4d,Spsb2,Zfp438,N4bp2l1,,,,,,,,,
Atf1,Micos10,,,,,,,,,,,,Pde6c,Tmprss2,Itgbl1,Dpy19l1,,,,,,,,,
Dop1a,Pggt1b,,,,,,,,,,,,Scrn1,Cep57,Adcyap1r1,Pa2g4,,,,,,,,,
Adss2,Pex6,,,,,,,,,,,,Tspan6,Pcnx4,Map1s,Gspt1,,,,,,,,,
Pbdc1,Atrnl1,,,,,,,,,,,,Irak1bp1,Gbp2b,Isg20,Clcn3,,,,,,,,,
Asah1,Mdn1,,,,,,,,,,,,Chst14,Prrg2,Naip5,Zfp36l1,,,,,,,,,
Tmtc2,Rab11a,,,,,,,,,,,,Chad,Epb41l1,Ngfr,Man2b1,,,,,,,,,
Col15a1,Lcn2,,,,,,,,,,,,1700003M07Rik,Fam98b,Yju2,Mkln1,,,,,,,,,
Gba1,Arid1b,,,,,,,,,,,,Kplce,H2-T24,Klhl36,Preb,,,,,,,,,
Lancl1,Glmp,,,,,,,,,,,,Pitx3,Rbm12,Atp2a3,Hnrnpc,,,,,,,,,
Fam47e,Rab3gap1,,,,,,,,,,,,Btk,Exosc5,ENSMUSG00000053541,Dnajc15,,,,,,,,,
Stam,Rwdd1,,,,,,,,,,,,B3gnt3,Dhx34,Slf1,Adh4,,,,,,,,,
Pfdn4,Fbh1,,,,,,,,,,,,Eif2s3y,Patz1,P2ry13,Pdxdc1,,,,,,,,,
Samd4b,Erlin2,,,,,,,,,,,,Trp53i13,Crtc3,Cd226,Ankrd40,,,,,,,,,
Synj1,Fam114a1,,,,,,,,,,,,Klra5,D630045J12Rik,Tmem14a,Psd3,,,,,,,,,
Antxr2,Gng12,,,,,,,,,,,,Ifi211,Itga3,Wnt5a,Slc2a9,,,,,,,,,
Serpinh1,Rnf169,,,,,,,,,,,,Impg1,Arhgap24,Smpd2,Zfp652,,,,,,,,,
Slc35b1,Wdr33,,,,,,,,,,,,Stmn2,Ncoa5,Bloc1s3,B4galt1,,,,,,,,,
Slc35a4,Ccdc6,,,,,,,,,,,,Ptn,Thop1,Tmem218,Vapa,,,,,,,,,
Sbno2,Smg7,,,,,,,,,,,,Fam3b,Ptgfrn,Fgr,Adgrl2,,,,,,,,,
Zfp512b,Commd6,,,,,,,,,,,,Cxcl5,Stk10,Sox13,Atp6v0d1,,,,,,,,,
Kansl2,Myo9b,,,,,,,,,,,,Kcnip2,Cblc,Sertad3,Angptl8,,,,,,,,,
Rpa1,Rab32,,,,,,,,,,,,ENSMUSG00000085829,Tmem192,Traf3ip2,B4galnt1,,,,,,,,,
Zfyve21,Tmem86b,,,,,,,,,,,,E130317F20Rik,Tm2d3,Cenpq,Spata13,,,,,,,,,
1110059G10Rik,Hprt1,,,,,,,,,,,,Xlr,Asb3,Rom1,Atrnl1,,,,,,,,,
Tmem140,Iws1,,,,,,,,,,,,Gm13003,Zfp97,Zfp619,Hbs1l,,,,,,,,,
Vnn1,Fkbp9,,,,,,,,,,,,D630003M21Rik,Larp7,Kbtbd3,Pex7,,,,,,,,,
Fbxo34,Uvrag,,,,,,,,,,,,1810053B23Rik,Nop9,Cd274,Ddost,,,,,,,,,
Nfil3,Smc3,,,,,,,,,,,,Cd46,Atg14,Kmt5c,Tmem258,,,,,,,,,
Pyroxd2,Arhgap31,,,,,,,,,,,,Gli3,Cep19,Mbd5,Tasor,,,,,,,,,
Rgl1,Ubap1,,,,,,,,,,,,Ctsg,Klhl42,Uqcc6,Magi3,,,,,,,,,
Vps53,Golga7|Gm6829,,,,,,,,,,,,Chia1,Ppp4r4,Zbtb9,Zfand5,,,,,,,,,
Msrb3,Gtf2a1,,,,,,,,,,,,Vmn1r86,Neurl3,Atp23,Wipi2,,,,,,,,,
R3hdm1,Prdm2,,,,,,,,,,,,Gdpd1,Jpx,Pms2,Vdac2,,,,,,,,,
Gja1,Vps54,,,,,,,,,,,,Sirpd,Trub1,Fhit,Plxnc1,,,,,,,,,
Acer3,Ufsp2,,,,,,,,,,,,Cyp1b1,Bcl10,Hivep3,Gng12,,,,,,,,,
Slc9a8,Mtmr3,,,,,,,,,,,,Lce6a,Paxbp1,Znrd2,Rnf169,,,,,,,,,
Get3,Chd3,,,,,,,,,,,,Unc5c,Adra2b,Cdkn1a,Zc3hav1,,,,,,,,,
Nr2f6,Dyrk2,,,,,,,,,,,,Carns1,Zbtb37,Ncam1,Slc16a1,,,,,,,,,
Fnbp1,Rapgef6,,,,,,,,,,,,Ntng2,Rabif,Sgtb,Gnb2,,,,,,,,,
Nabp2,Rnf181,,,,,,,,,,,,Cntnap4,Vasn,Vav1,Mon2,,,,,,,,,
Tet2,Blmh,,,,,,,,,,,,Galnt16,9130023H24Rik,Ess2,Stbd1,,,,,,,,,
Zfp598,Zfyve26,,,,,,,,,,,,Spdya,Bbs9,Adam11,Smpdl3a,,,,,,,,,
Ptar1,Pisd,,,,,,,,,,,,Crygs,Zfp64,Lrrn4cl,Arpc5,,,,,,,,,
Postn,Tnfrsf1a,,,,,,,,,,,,Pcdhga6,Zfp326,Snhg18,Gm2a,,,,,,,,,
Kdm1a,Rbbp7,,,,,,,,,,,,Wt1os,Sgsm3,Wdr90,Plekha6,,,,,,,,,
Fam135a,Gna11,,,,,,,,,,,,Foxh1,Nagpa,H2ac20,Kank2,,,,,,,,,
Sh3glb2,Abhd5,,,,,,,,,,,,Hexim2,Haus3,Casp12,Dennd4c,,,,,,,,,
Slc25a45,Klf10,,,,,,,,,,,,Cfap44,Nr2c1,Rinl,Grpel2,,,,,,,,,
Atp6v1d,Nop10,,,,,,,,,,,,Hcrtr2,Ftx,Ddx55,Aqp1,,,,,,,,,
Tspan3,Gda,,,,,,,,,,,,Marco,Sppl2b,Zfp455,Tcea1,,,,,,,,,
Rsad2,Topors,,,,,,,,,,,,Gm4961,Zfp458,Zfp446,Gorasp2,,,,,,,,,
Mrps27,Avpi1,,,,,,,,,,,,Rpp25,Zfp868,Chst2,Fkbp9,,,,,,,,,
Zc3h12c,Pla2g6,,,,,,,,,,,,Tamalin,Hpcal1,Foxf1,Ergic3,,,,,,,,,
Sgk1,Ykt6,,,,,,,,,,,,Trim34b,Helb,Supt3,Zwint,,,,,,,,,
Kbtbd2,Clpp,,,,,,,,,,,,Ugt1a2,Plgrkt,Tmem198b,Morf4l2,,,,,,,,,
Rasgrp3,Ensa,,,,,,,,,,,,Tbc1d9,Rbm12b2,Thbs1,Lgmn,,,,,,,,,
Zcchc14,Atp6v1f,,,,,,,,,,,,Vmn2r114,Rnf38,Pdcd2,Gigyf2,,,,,,,,,
Zfp26,Arid2,,,,,,,,,,,,ENSMUSG00000090120,Cd84,Gpr153,Cnpy2,,,,,,,,,
Tshz1,Vti1b,,,,,,,,,,,,Mpig6b,Cyb561d2,Ubox5,N4bp2,,,,,,,,,
Nifk,Dnttip2,,,,,,,,,,,,Nrxn2,Zmym6,Cep112,Dmxl1,,,,,,,,,
Aarsd1,Phf20l1,,,,,,,,,,,,Pdzk1ip1,Zbtb10,Ckb,Ndufa2,,,,,,,,,
Spryd3,Ido2,,,,,,,,,,,,Gm13498,Fbxl14,Phf11d,Bod1l,,,,,,,,,
Lsm12,Utp20,,,,,,,,,,,,Brinp1,Vti1a,Med27,Rc3h1,,,,,,,,,
Mrpl23,Naa38,,,,,,,,,,,,Opcml,Ncmap,Cenpf,Plpbp,,,,,,,,,
Abhd11,,,,,,,,,,,,,ENSMUSG00000097412,Akt3,Syt11,Mtmr3,,,,,,,,,
ENSMUSG00000108414,,,,,,,,,,,,,Syce1,C87436,Fcgr4,Chd3,,,,,,,,,
Setdb1,,,,,,,,,,,,,Nkain3,Akna,Atg16l2,Lcp1,,,,,,,,,
Khdrbs1,,,,,,,,,,,,,Tprg1,Zfp553,Dusp14,Prrc2b,,,,,,,,,
Pde4d,,,,,,,,,,,,,Bex3,Fn3k,Jak3,Rab5b,,,,,,,,,
Fahd2a,,,,,,,,,,,,,Epha10,Tor3a,B3gnt2,Lrg1,,,,,,,,,
Rif1,,,,,,,,,,,,,Epcam,Nuak2,Cd14,Ccser2,,,,,,,,,
Cwf19l2,,,,,,,,,,,,,Slamf9,Dact2,Snrpf,Ep300,,,,,,,,,
Mrrf,,,,,,,,,,,,,Slc24a3,Mmd2,2900076A07Rik,Uso1,,,,,,,,,
Prrx1,,,,,,,,,,,,,Rnf113a1,H2-T10,Arhgap15,Rbm25,,,,,,,,,
Mtpap,,,,,,,,,,,,,Gpr19,Dph1,Cdyl2,Atp5mc2,,,,,,,,,
Arhgap32,,,,,,,,,,,,,Kcnmb4,Nr6a1,Mapk8ip1,Grsf1,,,,,,,,,
Rabggta,,,,,,,,,,,,,Tmem203,Naa16,Fance,Sash1,,,,,,,,,
Zyx,,,,,,,,,,,,,Oprd1,Ints2,4933439C10Rik,Atp9a,,,,,,,,,
Cic,,,,,,,,,,,,,Mgl2,Ermardl2,Cachd1,Rbbp7,,,,,,,,,
Cybb,,,,,,,,,,,,,Or2t47,Slc39a3,Jrkl,Paox,,,,,,,,,
Lrrk2,,,,,,,,,,,,,Chrdl2,Pxylp1,Ntn3,Prkcsh,,,,,,,,,
Rybp|Rybp-ps,,,,,,,,,,,,,Tbata,Cxcl16,Bicra,Klhdc7a,,,,,,,,,
Tm9sf1,,,,,,,,,,,,,Prc1,Ints14,Map2,Bag6,,,,,,,,,
Casp8ap2,,,,,,,,,,,,,Sfrp4,Snx8,Slc22a3,Slc22a18,,,,,,,,,
C330018D20Rik,,,,,,,,,,,,,Ica1l,Txnl4b,Gfpt2,Usp15,,,,,,,,,
Ddx27,,,,,,,,,,,,,Gcg,Foxj2,Adissp,Cisd1,,,,,,,,,
Fbxo30,,,,,,,,,,,,,Pcp4,Mbd6,Ccdc191,Gda,,,,,,,,,
Egln3,,,,,,,,,,,,,Potefam3e,Rab3d,Chaf1a,Jade1,,,,,,,,,
Stxbp5,,,,,,,,,,,,,Cadm4,Rdh5,Ung,Parp9,,,,,,,,,
Bdh2,,,,,,,,,,,,,Tafa2,Saa3,AA465934,Pum2,,,,,,,,,
A430005L14Rik,,,,,,,,,,,,,Vmn2r65,Ccdc28a,Stk19,Pkn2,,,,,,,,,
Tbx3,,,,,,,,,,,,,Ncam2,Ppil1,Tctn1,Slc44a1,,,,,,,,,
Klhl33,,,,,,,,,,,,,Adcy1,Slc39a11,Golt1b,Ensa,,,,,,,,,
Vcf2,,,,,,,,,,,,,Cd33,Alg1,Tcirg1,Urod,,,,,,,,,
Ptpn21,,,,,,,,,,,,,Cxcr1,Nbea,Capg,Grb7,,,,,,,,,
Sec22b,,,,,,,,,,,,,Nalf1,Pomt1,Dstyk,Atp6v1f,,,,,,,,,
Rspry1,,,,,,,,,,,,,Col22a1,Atp7a,1810021B22Rik,Gstm6,,,,,,,,,
Tceal9,,,,,,,,,,,,,Plxnb3,Usp54,Ebf2,Abce1,,,,,,,,,
Erlec1,,,,,,,,,,,,,Tmem132c,Cul9,ENSMUSG00000085622,Vti1b,,,,,,,,,
Chchd7,,,,,,,,,,,,,Serpinb2,Susd1,Taf9b,Peak1,,,,,,,,,
Ccz1,,,,,,,,,,,,,Kcne4,Zswim9,Plcd1,Fam168b,,,,,,,,,
Rnf40,,,,,,,,,,,,,Fstl3,Tmem9,Scarf2,Slc25a16,,,,,,,,,
Nr2f2,,,,,,,,,,,,,4933440M02Rik,Kin,Sinhcaf,Abcb7,,,,,,,,,
Hexim1,,,,,,,,,,,,,Casp14,Scmh1,Gm14308,Tmem127,,,,,,,,,
Bcl2l2,,,,,,,,,,,,,Nr5a1,Polk,Rnaseh1,Rmdn2,,,,,,,,,
Zfp385b,,,,,,,,,,,,,5430402O13Rik,Btnl9,Galnt18,Id2,,,,,,,,,
Zdhhc20,,,,,,,,,,,,,Prss34,Gcnt4,Exo5,Mrps17,,,,,,,,,
Ttpal,,,,,,,,,,,,,Krt1,Adra1a,Fibin,Rbbp4,,,,,,,,,
Setd6,,,,,,,,,,,,,Foxg1,Rbpms,Tmem229b,Gcat,,,,,,,,,
Bcl7b,,,,,,,,,,,,,Zfp618,Zfp119a,Cep78,,,,,,,,,,
Appl1,,,,,,,,,,,,,Elane,Prkd2,Ttf2,,,,,,,,,,
Rpap1,,,,,,,,,,,,,Prkg2,Rras,Ccl25,,,,,,,,,,
Zfp983,,,,,,,,,,,,,Armh1,Atpsckmt,Chrd,,,,,,,,,,
Nr1d1,,,,,,,,,,,,,Cnga3,Nudt6,Coil,,,,,,,,,,
Mkrn1,,,,,,,,,,,,,Glt8d2,Tle3,Rgmb,,,,,,,,,,
Dnlz,,,,,,,,,,,,,Ubtd2,Zbtb48,Mthfd1l,,,,,,,,,,
Sox6,,,,,,,,,,,,,Klk12,Rnmt,Fancf,,,,,,,,,,
Cuta,,,,,,,,,,,,,Fam228b,Pald1,Zfp282,,,,,,,,,,
Tmx3,,,,,,,,,,,,,A430088P11Rik,Dcp1a,1110020A21Rik,,,,,,,,,,
Asb7,,,,,,,,,,,,,Rdh1,Cep250,Dynlt1a,,,,,,,,,,
Bcs1l,,,,,,,,,,,,,Catsperd,Map3k14,Eci3,,,,,,,,,,
P2ry1,,,,,,,,,,,,,A930001C03Rik,Pip4k2a,Pycr2,,,,,,,,,,
Mrpl54,,,,,,,,,,,,,Cdh9,Dnaaf5,Ackr2,,,,,,,,,,
Ndufaf2,,,,,,,,,,,,,Frey1,Cyb561a3,Lyrm1,,,,,,,,,,
Wipf2,,,,,,,,,,,,,Pcdhgb4,Tpd52,Zfp420,,,,,,,,,,
Kitl,,,,,,,,,,,,,Cd300ld,Fam53c,Pilra,,,,,,,,,,
Mir22hg,,,,,,,,,,,,,Celsr2,Zmat1,Oasl1,,,,,,,,,,
Pcnt,,,,,,,,,,,,,Tmem130,Nol9,Sema3b,,,,,,,,,,
Elp3,,,,,,,,,,,,,Lgals12,Gipc1,Cpne8,,,,,,,,,,
Pals1,,,,,,,,,,,,,Gm9926,Trp53,Tspan15,,,,,,,,,,
Stxbp2,,,,,,,,,,,,,Pfkfb4,Snapc3,Adal,,,,,,,,,,
Mthfr,,,,,,,,,,,,,Oosp1,Hps3,Ier5,,,,,,,,,,
Zfp592,,,,,,,,,,,,,Trim69,Taf1b,Cidea,,,,,,,,,,
Trmt112,,,,,,,,,,,,,Slitrk4,Trmt6,Alg8,,,,,,,,,,
Gmnn,,,,,,,,,,,,,BC055402,Zfp605,Mgat4a,,,,,,,,,,
Dcaf10,,,,,,,,,,,,,Prss12,Stx6,AA986860,,,,,,,,,,
Ggh,,,,,,,,,,,,,Optc,Fancm,Gnat1,,,,,,,,,,
Rbm26,,,,,,,,,,,,,Nobox,Klhl11,Slc16a9,,,,,,,,,,
Fktn,,,,,,,,,,,,,Tmem236,Dnajc12,Tmem51,,,,,,,,,,
Dnajb1,,,,,,,,,,,,,Zbed5-ps,Ccdc59,Ly86,,,,,,,,,,
Atp6v1b2,,,,,,,,,,,,,Gdf15,C9orf72,Borcs5,,,,,,,,,,
Med7,,,,,,,,,,,,,Pnck,A130010J15Rik,1700030K09Rik,,,,,,,,,,
Haus7,,,,,,,,,,,,,Inpp5j,Slc38a6,Spata6,,,,,,,,,,
Galk2,,,,,,,,,,,,,1700097N02Rik,Noa1,Spata1,,,,,,,,,,
Orc3,,,,,,,,,,,,,Itgb8,Thap7,Anln,,,,,,,,,,
Cep170,,,,,,,,,,,,,Cpne5,Zfp777,Hacd4,,,,,,,,,,
Suco,,,,,,,,,,,,,Upp1,Trib3,4930503L19Rik,,,,,,,,,,
Tstd3,,,,,,,,,,,,,Tesc,Pmf1,Erich1,,,,,,,,,,
Unc45a,,,,,,,,,,,,,4933407K13Rik,Smyd5,Msantd3,,,,,,,,,,
Klhl22,,,,,,,,,,,,,Zfp365,Dcakd,Dock11,,,,,,,,,,
Dnase2a|Gm38426,,,,,,,,,,,,,Ccdc142,Vps8,Plcg2,,,,,,,,,,
Col6a1,,,,,,,,,,,,,1700021N21Rik,Fam76a,Cd79b,,,,,,,,,,
Stk40,,,,,,,,,,,,,Usp27x,Armc5,Cpa2,,,,,,,,,,
Dhx29,,,,,,,,,,,,,Madcam1,Gdf10,Glycam1,,,,,,,,,,
Thumpd3,,,,,,,,,,,,,B130034C11Rik,Ppm1m,Kcnj11,,,,,,,,,,
R3hcc1l,,,,,,,,,,,,,Kif18a,Mpp4,Elapor1,,,,,,,,,,
Nop16,,,,,,,,,,,,,Ggn,Mettl27,Orc6,,,,,,,,,,
Rhot2,,,,,,,,,,,,,Or10h5,Prkrip1,Hvcn1,,,,,,,,,,
Mllt3,,,,,,,,,,,,,Kcnv1,Spidr,Nek3,,,,,,,,,,
Cd9,,,,,,,,,,,,,Nptxr,Yeats4,Chst13,,,,,,,,,,
Uros,,,,,,,,,,,,,Aldh18a1,Vsig10,Klhl8,,,,,,,,,,
Mmrn2,,,,,,,,,,,,,H3c4,Thumpd1,Ifi44l,,,,,,,,,,
Gab1,,,,,,,,,,,,,Kif6,Rsph3b,Il22ra1,,,,,,,,,,
Gbp2,,,,,,,,,,,,,Slco1c1,Amdhd2,Hdgfl3,,,,,,,,,,
Adgrl4,,,,,,,,,,,,,Syp,Pcgf6,Slc4a8,,,,,,,,,,
Lmf1,,,,,,,,,,,,,Grid2ip,Mtrr,Polr1e,,,,,,,,,,
Tmcc3,,,,,,,,,,,,,Tnfaip8l2,Nqo1,Wdr5b,,,,,,,,,,
Nadsyn1,,,,,,,,,,,,,Atp10b,Cxcl9,Ska2,,,,,,,,,,
Grb10,,,,,,,,,,,,,Mtmr11,Ap4m1,Ifi207,,,,,,,,,,
Irf1,,,,,,,,,,,,,Chgb,Fam219b,Cyp4f16,,,,,,,,,,
Tfpi,,,,,,,,,,,,,E030044B06Rik,Gm2026,Gpatch2l,,,,,,,,,,
Ccnc,,,,,,,,,,,,,Togaram2,Tmem62,Pde6d,,,,,,,,,,
Tbc1d14,,,,,,,,,,,,,Adam12,Tspyl2,Cyp2r1,,,,,,,,,,
Jpt2,,,,,,,,,,,,,E130008D07Rik,Ms4a4d,Sfxn4,,,,,,,,,,
Ccdc12,,,,,,,,,,,,,Hhat,Ddx51,Zfp354c,,,,,,,,,,
Trim63,,,,,,,,,,,,,Mpp3,Hira,Ubash3b,,,,,,,,,,
Ncbp1,,,,,,,,,,,,,Mmgt2,Zdhhc4,Xrcc2,,,,,,,,,,
Safb,,,,,,,,,,,,,Reg4,Tmem160,Mecom,,,,,,,,,,
Dclk3,,,,,,,,,,,,,B9d1,Aaas,Spire1,,,,,,,,,,
Glt1d1,,,,,,,,,,,,,Trpv3,Plekhg6,Dynlt2b,,,,,,,,,,
Acsl3,,,,,,,,,,,,,Kif27,Cygb,Cyp26b1,,,,,,,,,,
Slbp,,,,,,,,,,,,,Prg2,Poll,Prrg1,,,,,,,,,,
S100a13,,,,,,,,,,,,,Aldh3a1,Rcn2,Drp2,,,,,,,,,,
Brwd3,,,,,,,,,,,,,Pdzd9,Ercc2,Polr2d,,,,,,,,,,
Trim72,,,,,,,,,,,,,Myo3a,Ncapd3,Zfp9,,,,,,,,,,
Iffo2,,,,,,,,,,,,,Zfp37,Bbln,Trem6l,,,,,,,,,,
Pip4k2c,,,,,,,,,,,,,Pnma3,Gabpb1,Cd48,,,,,,,,,,
Aven,,,,,,,,,,,,,Comp,Clasrp,9330159M07Rik,,,,,,,,,,
Hnf1a,,,,,,,,,,,,,ENSMUSG00000111497,Adprh,Ccdc93,,,,,,,,,,
Rnf19b,,,,,,,,,,,,,Krt14,Ppt2,Pdlim2,,,,,,,,,,
Mta1,,,,,,,,,,,,,Dmrta1,Siva1,Gpn2,,,,,,,,,,
Pag1,,,,,,,,,,,,,Tuba3a,Traf3,Sytl4,,,,,,,,,,
Mkks,,,,,,,,,,,,,Nherf4,Trim65,Ddx59,,,,,,,,,,
Marchf7,,,,,,,,,,,,,Tigit,Marcksl1,4933411K16Rik,,,,,,,,,,
Zcchc7,,,,,,,,,,,,,Il18r1,Ing3,Get4,,,,,,,,,,
Stac3,,,,,,,,,,,,,Tmem132a,Snx30,Sp140,,,,,,,,,,
Angptl2,,,,,,,,,,,,,Cstdc5,Ggt6,Tepsin,,,,,,,,,,
Ap1ar,,,,,,,,,,,,,Akr1c21,Serpinb1a,Calml4,,,,,,,,,,
Fbxl4,,,,,,,,,,,,,1810044D09Rik,Spred2,Dus4l,,,,,,,,,,
Slc8a1,,,,,,,,,,,,,Obi1,Sh3bgrl3,Zfp128,,,,,,,,,,
Them7,,,,,,,,,,,,,Cyp26c1,Rarg,Pwwp2b,,,,,,,,,,
Pfkfb3,,,,,,,,,,,,,Fhad1,Tmem80,Ngf,,,,,,,,,,
Snora78,,,,,,,,,,,,,Igf2bp3,Pde1a,Tnip2,,,,,,,,,,
Cep15,,,,,,,,,,,,,Slc5a8,Plekho2,Zfp667,,,,,,,,,,
